MARKIT Ticker,Currency,Sen/Sub,Doc Clause,RED Code,IsDefaulted,Defaulted Recovery Rate,Phoenix Reference Entity ID,Name,Country,Moodys,S&P,Moodys Industries,S&P Industries,CreditIndex,Series,Version (hardcoded),Credit Index Mapping,Recovery,Quote Date,TRACS ID,Yr 1,Yr 2,Yr 3,Yr 4,Yr 5,Yr 6,Yr 7,Yr 8,Yr 9,Yr 10
NULL,USD,Senior,NULL,NULL,FALSE,,30978,WBCMT 2004-C15 G,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2263.868521,2280.022918,2295.418988,2310.056731,2323.936148,2337.057237,2349.42,2361.024436,2371.870545,2381.958326
NULL,USD,Senior,NULL,NULL,FALSE,,30979,WBCMT 2004-C15 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2663.833851,2682.8423,2700.958446,2718.182289,2734.513829,2749.953066,2764.5,2778.154631,2790.916958,2802.786983
NULL,USD,Senior,NULL,NULL,FALSE,,30980,WBCMT 2005-C16 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2629.183293,2647.944485,2665.82498,2682.82478,2698.943883,2714.182289,2728.54,2742.017014,2754.613333,2766.328954
NULL,USD,Senior,NULL,NULL,FALSE,,30981,WBCMT 2005-C20 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3224.593715,3247.603606,3269.533357,3290.382966,3310.152436,3328.841764,3346.450952,3362.98,3378.428907,3392.797674
NULL,USD,Senior,NULL,NULL,FALSE,,30982,WBCMT 2006-C23 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2513.884431,2531.822879,2548.919253,2565.173551,2580.585775,2595.155925,2608.884,2621.77,2633.813926,2645.015777
NULL,USD,Senior,NULL,NULL,FALSE,,30983,WBCMT 2006-C24 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2450.265561,2467.750041,2484.413756,2500.256708,2515.278895,2529.480317,2542.860976,2555.42087,2567.16,2578.078366
NULL,USD,Senior,NULL,NULL,FALSE,,30984,BSCMS 2006-T22 G,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,1950.408127,1964.32575,1977.590045,1990.201013,2002.158654,2013.462967,2024.113954,2034.111613,2043.455945,2052.146949
WINDS,USD,Senior,NULL,9GAB9X,FALSE,,30985,Windstream Corporation,US,Ba3,BB+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1047245,167.2,214.9,243.6,268.2,284.4,287.1133219,289.7,291.9642403,294.0977848,296.1,
WINDS,USD,Senior,Excluded,9GAB9X,FALSE,,30985,Windstream Corporation,US,Ba3,BB+,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1047245,167.2,214.9,243.6,268.2,284.4,287.1133219,289.7,291.9642403,294.0977848,296.1,
EMBRQ,USD,Senior,NULL,2B97FM,FALSE,,30991,Embarq Corporation,US,Baa3,BBB-,Telecommunications,Telecommunications - Wireline  ,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,1022833,23.5,35,46.9,57,65.9,71.75320047,77.3,79.8361585,81.75937239,83.1,
EXPD,USD,Senior,NULL,3D233R,FALSE,,30992,EXPEDIA_ INC.,US,Ba2,BB,Leisure_ Amusement and Entertainment,Leisure goods / Activities / Movies,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,412598,51.2,68,81.5,96.8,103.9,108.7287922,112.9,118.3664184,123.3985009,128,
IAR,USD,Senior,NULL,4J67C9,TRUE,0.0175,31262,Idearc Inc.,US,B3,B+,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,0.0175,9/11/2009,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IAR,USD,Senior,Excluded,4J67C9,TRUE,0.0175,31262,Idearc Inc.,US,B3,B+,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,0.0175,9/11/2009,,,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
NULL,USD,Senior,NULL,NULL,FALSE,,31264,LBUBS 2005-C7 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3558.170894,3583.561108,3607.759443,3630.765899,3652.580477,3673.203176,3692.633996,3710.872937,3727.92,3743.775184
NULL,USD,Senior,NULL,NULL,FALSE,,31267,BACM 2005-6 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3675.608038,3701.836254,3726.833253,3750.599035,3773.133601,3794.436951,3814.509084,3833.35,3850.9597,3867.338183
NULL,USD,Senior,NULL,NULL,FALSE,,31269,BACM 2006-1 J,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3997.425445,4025.950069,4053.135677,4078.98227,4103.489847,4126.658409,4148.487955,4168.978485,4188.13,4205.942499
NULL,USD,Senior,NULL,NULL,FALSE,,31270,BACM 2006-2 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4793.001044,4827.202695,4859.798838,4890.789471,4920.174595,4947.95421,4974.128316,4998.696912,5021.66,5043.017578
NULL,USD,Senior,NULL,NULL,FALSE,,31271,BSCMS 2006-PW12 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4871.391292,4906.152317,4939.281574,4970.779064,5000.644786,5028.878741,5055.480928,5080.451348,5103.79,5125.496885
NULL,USD,Senior,NULL,NULL,FALSE,,31272,BSCMS 2006-T22 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,5650.833416,5691.156344,5729.586415,5766.123629,5800.767987,5833.519487,5864.378131,5893.343918,5920.416848,5945.596921
NULL,USD,Senior,NULL,NULL,FALSE,,31273,CD 2005-CD1 L,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,11200,11000,10800,10600,10400,10200,10000,9800,9600,9400
NULL,USD,Senior,NULL,NULL,FALSE,,31274,COMM 2004-LB3A K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,11200,11000,10800,10600,10400,10200,10000,9800,9600,9400
NULL,USD,Senior,NULL,NULL,FALSE,,31277,CSFB 2005-C2 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4044.55438,4073.415304,4100.921426,4127.072746,4151.869263,4175.310977,4197.39789,4218.13,4237.507308,4255.529813
NULL,USD,Senior,NULL,NULL,FALSE,,31278,CSFB 2005-C3 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,13600,13400,13200,13000,12800,12600,12400,12200,12000,11800
NULL,USD,Senior,NULL,NULL,FALSE,,31284,GCCFC 2005-GG3 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3634.396342,3660.330482,3685.047209,3708.546525,3730.828428,3751.89292,3771.74,3790.369668,3807.781924,3823.976768
NULL,USD,Senior,NULL,NULL,FALSE,,31288,GKKRE 2006-1A H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3733.973333,3760.618028,3786.011957,3810.155119,3833.047513,3854.68914,3875.08,3894.220093,3912.109418,3928.747977
NULL,USD,Senior,NULL,NULL,FALSE,,31289,GSMS 2006-CC1 G,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2453.308469,2470.814662,2487.499071,2503.361697,2518.40254,2532.621599,2546.018875,2558.594367,2570.348075,2581.28
NULL,USD,Senior,NULL,NULL,FALSE,,31290,GSMS 2006-GG8 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,5045.867579,5081.873623,5116.189455,5148.815075,5179.750483,5208.99568,5236.550665,5262.415438,5286.59,5309.07435
NULL,USD,Senior,NULL,NULL,FALSE,,31291,GSMS 2006-RR2 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2967.223221,2988.396581,3008.576011,3027.761512,3045.953084,3063.150726,3079.35444,3094.564224,3108.780078,3122.002004
NULL,USD,Senior,NULL,NULL,FALSE,,31293,JPMCC 2006-CB14 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,9900,9700,9500,9300,9100,8900,8700,8500,8300,8100
NULL,USD,Senior,NULL,NULL,FALSE,,31294,JPMCC 2006-LDP6 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3791.852673,3818.910382,3844.697935,3869.215333,3892.462577,3914.439665,3935.146598,3954.583377,3972.75,3989.646468
NULL,USD,Senior,NULL,NULL,FALSE,,31295,JPMCC 2006-LDP7 J,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4096.680309,4125.91319,4153.773809,4180.262165,4205.378258,4229.122088,4251.493655,4272.492959,4292.12,4310.374778
NULL,USD,Senior,NULL,NULL,FALSE,,31296,JPMCC 2006-LDP8 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4161.526692,4191.222302,4219.523926,4246.431567,4271.945222,4296.064893,4318.79058,4340.122282,4360.06,4378.603733
NULL,USD,Senior,NULL,NULL,FALSE,,31298,LBUBS 2005-C5 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3464.379174,3489.100113,3512.660592,3535.060609,3556.300164,3576.379258,3595.297891,3613.056063,3629.653773,3645.091022
NULL,USD,Senior,NULL,NULL,FALSE,,31301,LBUBS 2006-C4 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4015.245315,4043.897097,4071.203895,4097.165707,4121.782535,4145.054379,4166.981237,4187.563111,4206.8,4224.691904
NULL,USD,Senior,NULL,NULL,FALSE,,31302,LNR 2006-1A DFL,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4384.687277,4415.975304,4445.794594,4474.145149,4501.026966,4526.440047,4550.384392,4572.86,4593.866872,4613.405007
NULL,USD,Senior,NULL,NULL,FALSE,,31303,MLCFC 2006-1 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3831.996489,3859.340654,3885.401216,3910.178177,3933.671536,3955.881292,3976.807447,3996.45,4014.808951,4031.8843
NULL,USD,Senior,NULL,NULL,FALSE,,31305,MLCFC 2006-3 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4422.992962,4454.554329,4484.634128,4513.232359,4540.349023,4565.984119,4590.137647,4612.809607,4634,4653.708825
NULL,USD,Senior,NULL,NULL,FALSE,,31306,MLMT 2004-KEY2 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,8900,8700,8500,8300,8100,7900,7700,7500,7300,7100
NULL,USD,Senior,NULL,NULL,FALSE,,31309,MLMT 2006-C2 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4849.419497,4884.023737,4917.003569,4948.358993,4978.09001,5006.196619,5032.67882,5057.536614,5080.77,5102.378979
NULL,USD,Senior,NULL,NULL,FALSE,,31310,MSC 2005-HQ5 J,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3783.405301,3810.402731,3836.132835,3860.595615,3883.791068,3905.719197,3926.38,3945.773478,3963.89963,3980.758457
NULL,USD,Senior,NULL,NULL,FALSE,,31311,MSC 2005-RR6 G,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2007.336318,2021.660166,2035.311617,2048.290672,2060.597331,2072.231593,2083.193458,2093.482927,2103.1,2112.044676
NULL,USD,Senior,NULL,NULL,FALSE,,31312,MSC 2006-HQ8 K,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,3875.988532,3903.646613,3930.006355,3955.06776,3978.830827,4001.295556,4022.461947,4042.33,4060.899715,4078.171092
NULL,USD,Senior,NULL,NULL,FALSE,,31317,WBCMT 2006-C26 H,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,4173.20935,4202.988323,4231.369399,4258.352577,4283.937858,4308.12524,4330.914724,4352.306311,4372.3,4390.895791
NULL,USD,Senior,NULL,NULL,FALSE,,31318,ARCAP 2006-RR7 E,,,,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,,9/11/2009,,,2265.03446,2281.197177,2296.601176,2311.246458,2325.133023,2338.26087,2350.63,2362.240412,2373.092107,2383.185084
OXY,USD,Senior,NULL,6DB9EI,FALSE,,31547,Occidental Petroleum Corporation,US,A3,A,N.A.,N.A.,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,48700,30.18493135,35.4,39.2,43.6,45.9,47.30108552,48.1,50.24812258,52.07761954,53.6,
EFHC,USD,Senior,NULL,2BB8E8,FALSE,,31823,Energy Future Holdings Corp.,US,Caa1,B-,Utilities,Utilities,,,,s9.DJ CDX.NA.IG,0.25833,9/11/2009,,,955.3826295,962.2,1309.2,1477,1536.2,1494.914915,1452.6,1420.02133,1386.608562,1352.4
ALCLCT-US,USD,Senior,NULL,014ALT,FALSE,,31916,Alcatel-Lucent USA Inc.,US,Ba3,BB-,Telecommunications,Telecommunications - Wireless,,,,s9.DJ CDX.NA.IG,0.308,9/11/2009,,,314.8,410.1,458.5,486.2,508,513.45955,518.7,519.112902,519.3809135,519.5
BOUY,EUR,Senior,NULL,FG25BN,FALSE,,10197,BOUYGUES,FR,N.A.,A-,Buildings and Real Estate,Conglomerates,,,,s9.iTraxx Europe,0.4,9/11/2009,455993,27.1,40.2,57.9,64.4,72.4,76.62829393,80.2,82.58485464,84.30662506,85.4,
NULL,EUR,Senior,NULL,1C145A,FALSE,,10205,BRITISH AIRWAYS plc,GB,Ba1,BBB-,Personal Transportation,Air Transport,,,,s9.iTraxx Europe,0.388095238,9/11/2009,1291,276.3,364.8,442.2,483.744442,508.2,518.2449575,528.2,532.9184508,537.485795,541.9,
CARR,EUR,Senior,NULL,FG4CAM,FALSE,,10250,CARREFOUR,FR,A2,A,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.4,9/11/2009,107148,50.2,55,63.1,72,80,84.03464449,87.6,90.42742888,92.78835721,94.7,
NULL,EUR,Senior,NULL,GI67CP,FALSE,,10338,CORUS GROUP LIMITED,GB,WR,BB-,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.iTraxx Europe,0.388,9/11/2009,124747,415.7,509.2,603.2,640.3232766,673.5,677.3098472,680.9,683.0307029,684.930307,686.6,
LUFTHA,EUR,Senior,NULL,2H66B7,FALSE,,10379,Deutsche Lufthansa Aktiengesellschaft,DE,Baa3,BBB,Personal Transportation,Air Transport,,,,s9.iTraxx Europe,0.4,9/11/2009,238481,99.7,136.1,159.2,177.1,195.1,199.5547562,203.7,205.9627941,207.86008,209.4,
NULL,EUR,Senior,NULL,2H767T,FALSE,,10382,DIAGEO PLC,GB,A3,A-,Beverage_ Food and Tobacco,Beverage & Tobacco,,,,s9.iTraxx Europe,0.395833333,9/11/2009,105828,42.2,54.6,63,70.36790216,75.7,79.06963607,81.6,84.51156171,86.80189084,88.5,
LADBRK,EUR,Senior,NULL,GL86AK,FALSE,,10593,LADBROKES PLC,GB,Ba2,BB,Hotels Motels Inns and Gaming,Lodging & Casinos,,,,s9.iTraxx Europe,0.4,9/11/2009,507552,81.7,114.9,149.9,180.8,210.1,219.8552022,229.5,235.6780232,241.5800892,247.2,
NULL,EUR,Senior,NULL,5F2685,FALSE,,10718,LVMH MOET HENNESSY LOUIS VUITTON,FR,N.A.,A-,Diversified/Conglomerate Manufacturing,Leisure goods / Activities / Movies,,,,s9.iTraxx Europe,0.398,9/11/2009,44325,26.3,35.9,40.9,49.27426121,56.6,59.90657484,62.7,65.5093637,67.90440262,69.9,
MESSA,EUR,Senior,NULL,X2AEDG,FALSE,,10751,M-real Oyj,FI,B3,B-,Printing and Publishing,Forest Products,,,,s9.iTraxx Europe,0.38071,9/11/2009,810443,601.9,909.4,1111.3,1173.8,1199,1166.95097,1134.1,1112.044608,1089.369059,1066.1,
IPRLN,EUR,Senior,NULL,4A619U,FALSE,,10785,INTERNATIONAL POWER PLC,GB,B2     *+,BB-,Utilities,Utilities,,,,s9.iTraxx Europe,0.4,9/11/2009,294462,172.3,273.9,360.5,421.5,459.8,473.7151424,487.6,492.8653856,497.9996365,503,
NULL,EUR,Senior,NULL,7D85CG,FALSE,,10967,RHODIA,FR,B1,BB,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.3955,9/11/2009,217901,110.3,222.4,316.4,361.2104003,400.2,414.7541451,428.8,431.8030355,434.570319,437.1,
NULL,EUR,Senior,NULL,8E831M,FALSE,,11057,Stora Enso Oyj,FI,Ba1,BBB-,Printing and Publishing,Forest Products,,,,s9.iTraxx Europe,0.3964,9/11/2009,90354,157.4,245.1,304.9,337.5447569,365.6,371.7136326,377.7,380.8023471,383.7360257,386.5,
TELDAN,EUR,Senior,NULL,KTD999,FALSE,,11077,TDC A/S,DK,B1,BB-,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.iTraxx Europe,0.4,9/11/2009,6152,59.4,72.5,91.6,104.7,113.3,119.8815817,125.9,129.5947518,132.5852608,134.9,
NULL,EUR,Senior,NULL,FOGGHN,FALSE,,11187,VIVENDI,FR,Baa2,BBB,Broadcasting and Entertainment,Leisure goods / Activities / Movies,,,,s9.iTraxx Europe,0.393636364,9/11/2009,395592,75.6,85.4,95.2,102.0042398,109.3,114.0170899,118,121.3602161,124.0509744,126.1,
NULL,EUR,Senior,NULL,9BADC3,FALSE,,11188,VODAFONE GROUP PUBLIC LIMITED COMPANY,GB,Baa1,A-,Telecommunications,Telecommunications - Wireless,,,,s9.iTraxx Europe,0.393076923,9/11/2009,109703,38.6,42,51.4,59.47659929,67,71.69685848,75.9,80.17020867,84.03462269,87.5,
NULL,EUR,Senior,NULL,GJ338L,FALSE,,11273,EMI Group Limited,GB,WR,B+     *-,Leisure_ Amusement and Entertainment,Leisure goods / Activities / Movies,,,,s9.iTraxx Europe,0.390952381,9/11/2009,497759,1003,898.8,835.4,796.0406618,778.8,760.7458306,742.2,731.4341863,720.2962177,708.8,
HEI-HANSN,EUR,Senior,NULL,GK6AEL,FALSE,,11275,HANSON LIMITED,GB,Baa3,BBB-,Buildings and Real Estate,Building & Development,,,,s9.iTraxx Europe,0.39333,9/11/2009,3117,128.4,169.3,213.1,245.6,274.8,284.3145382,293.8,297.6159983,301.3169209,304.9,
NULL,EUR,Senior,NULL,GMEHBP,FALSE,,11505,BPB LIMITED,GB,Baa1,BBB+,Buildings and Real Estate,Building & Development,,,,s9.iTraxx Europe,0.393636364,9/11/2009,789425,28.28749574,33.17474331,37.8146323,42.2071627,47.5,51.29147729,54.8,57.19726938,59.22601582,60.9,
CTSGL,EUR,Senior,NULL,GI4BDJ,FALSE,,11614,COLT TECHNOLOGY SERVICES GROUP LIMITED,GB,WR,B,Telecommunications,Telecommunications - Wireline and Wireless,,,,s9.iTraxx Europe,0.3875,9/11/2009,,,117.3,146,167,187.1,206.4,207.2505406,207.6,208.8414288,209.6704926,210.1
DSGI,EUR,Senior,NULL,GIACBA,FALSE,,11693,DSG INTERNATIONAL PLC,GB,Ba1,N.A.,Retail Stores,Retailers (except food & drugs),,,,s9.iTraxx Europe,0.365,9/11/2009,169274,839,873.1,893,871.9,848.1,837.3207237,826.1,817.6444573,808.8070976,799.6,
FKI,EUR,Senior,NULL,GJ87A8,FALSE,,11771,FKI Plc,GB,Ba3    *,BB     *-,Diversified/Conglomerate Manufacturing,Industrial Equipment,,,,s9.iTraxx Europe,0.4,9/11/2009,789419,34.7,46.8,62.1,69.4,75.4,78.5341127,80.8,83.10053954,84.72178248,85.7,
NULL,EUR,Senior,NULL,4A7324,FALSE,,11930,INVENSYS plc,GB,Ba2,BB+,Diversified/Conglomerate Manufacturing,Industrial Equipment,,,,s9.iTraxx Europe,0.390952381,9/11/2009,90338,57.4,74.7,87.5,101.5816667,107,112.0553715,116.5,119.2088053,121.2709553,122.7,
NULL,EUR,Senior,NULL,DI8CFE,FALSE,,12091,METRO AG,DE,Baa2,BBB+,Retail Stores,Food / Drug retailers,,,,s9.iTraxx Europe,0.398076923,9/11/2009,434450,72.6,90.5,107.7,125.116364,139.5,144.0793151,148.5,152.3839882,156.0851647,159.6,
RNK,EUR,Senior,NULL,7C833A,FALSE,,12337,THE RANK GROUP PLC,GB,WR,B+,Hotels Motels Inns and Gaming,Conglomerates,,,,s9.iTraxx Europe,0.36,9/11/2009,112459,68.2,91.8,108.5,123.8,139.8,142.4725698,144.9,148.3581436,151.6254899,154.7,
NIECO,EUR,Senior,NULL,NT952F,FALSE,,12678,The Nielsen Company B.V.,NL,Caa1,B,Printing and Publishing,Publishing,,,,s9.iTraxx Europe,0.34944,9/11/2009,90366,205.1,331.5,452.9,515.2,565.1,581.1740473,597.2,604.2893888,611.2240517,618,
ARMLL,EUR,Senior,NULL,LL332J,FALSE,,12814,ArcelorMittal,NL,Baa2,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,N.A.,,,,s9.iTraxx Europe,0.4,9/11/2009,,,171,230.6,269.2,282.1,290.4,294.8532703,299.2,301.9638418,304.5975915,307.1
ACE,USD,Senior,NULL,0A4848,FALSE,,12920,ACE LIMITED,BM,N.A.,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,136432,42.3261,46.41516016,52.66206317,66.07680598,72.30420965,74.74788114,76.27735618,79.06352109,81.27608176,82.94132281
ACE,USD,Senior,Excluded,0A4848,FALSE,,12920,ACE LIMITED,BM,N.A.,N.A.,Insurance,Insurance,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,136432,42.3261,46.41516016,52.66206317,66.07680598,72.30420965,74.74788114,76.27735618,79.06352109,81.27608176,82.94132281
PPR,EUR,Senior,NULL,FMB84F,FALSE,,12965,PPR,FR,N.A.,BBB-,Retail Stores,Retailers (except food & drugs),,,,s9.iTraxx Europe,0.4,9/11/2009,224015,110,146.3,167.2,186.5,201.9,207.3414597,212.5,216.5830796,220.3493473,223.8
FINMEC,EUR,Senior,NULL,3E9829,FALSE,,12969,FINMECCANICA S.P.A.,IT,A3     *-,BBB    *-,Aerospace and Defence,Aerospace & Defence,,,,s9.iTraxx Europe,0.4,9/11/2009,142168,53.3,62.6,70.7,77.4,84.1,87.07096777,89.4,92.118313,94.34522626,96.1
SANPAO,EUR,Senior,NULL,TYA56D,FALSE,,13214,INTESA SANPAOLO SPA,IT,Aa2,AA-,Banking,Financial Intermediaries,,,,s9.iTraxx Europe,0.4,9/11/2009,116638,26.7,32.6,38.5,46.2,52.2,54.58491056,56.4,58.63271596,60.46031602,61.9
NULL,EUR,Senior,NULL,FG554O,FALSE,,13334,CASINO GUICHARD-PERRACHON,FR,N.A.,BBB-,Personal_ Food and Miscellaneous Services,Food / Drug retailers,,,,s9.iTraxx Europe,0.397916667,9/11/2009,136268,71.1,86.6,100,117.9150679,131.4,136.187734,140.6,144.4130592,147.847576,150.9
RENTPL,EUR,Senior,NULL,GNC58N,FALSE,,13943,Rentokil Initial 1927 Plc,GB,N.A.,BBB-,Diversified/Conglomerate Services,Conglomerates,,,,s9.iTraxx Europe,0.39333,9/11/2009,507559,73.8,81.5,95.3,108,118.2,122.8720762,126.7,129.3592449,131.2127896,132.3
PEUGOT,EUR,Senior,NULL,6FC9LG,FALSE,,14136,PEUGEOT SA,FR,Baa1,BBB+,Automobile,Automotive,,,,s9.iTraxx Europe,0.39667,9/11/2009,314096,148.2,207.7,242.1,263.2,283.9,290.0399888,296.1,301.5986772,307.0003775,312.3
WOWAU,USD,Senior,NULL,9H88GG,FALSE,,20316,WOOLWORTHS LTD,AU,A3,A-,Retail Stores,Food / Drug retailers,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,612857,27.6,31.5,37.1,44.2,50.2,52.9880687,55.3,57.79279566,59.92181818,61.7
NULL,EUR,Senior,NULL,HI5CC7,FALSE,,20886,Clariant AG,CH,Baa3,BBB-,Chemicals_ Plastics and Rubber,Chemicals & Plastics,,,,s9.iTraxx Europe,0.396428571,9/11/2009,142161,84.2,107.8,127.5,138.9106951,148.4,151.8170696,155,157.3211344,159.3865822,161.2
NULL,EUR,Senior,NULL,FKDFG6,FALSE,,22033,VINCI,FR,Baa1,BBB+,Buildings and Real Estate,Building & Development,,,,s9.iTraxx Europe,0.396086957,9/11/2009,167069,60.3,75,88.4,95.65089524,103.2,107.2691022,110.6,113.7519308,116.2766102,118.2
VLOF,EUR,Senior,NULL,9AAA47,FALSE,,22040,VALEO,FR,Baa2,N.A.,Automobile,Automotive,,,,s9.iTraxx Europe,0.39389,9/11/2009,191861,195.9,238.3,266.6,286.7,301.2,304.4789798,307.5,310.5446569,313.3127624,315.8
NULL,EUR,Senior,NULL,FJ68E2,FALSE,,22043,GECINA,FR,N.A.,BB+,Buildings and Real Estate,N.A.,,,,s9.iTraxx Europe,0.4,9/11/2009,791387,115.2,206.3,265.4,302.2488122,339.8,346.6271155,353.1,355.9470176,358.5479664,360.9
CIRINT,EUR,Senior,NULL,TVAHH8,FALSE,,23081,CIR S.P.A. - Compagnie Industriali Riunite,IT,N.A.,BBB-   *-,Broadcasting and Entertainment,Conglomerates,,,,s9.iTraxx Europe,0.4,9/11/2009,908732,187.2,285,344.1,372.5,400.3,405.396771,410.5,414.1670408,417.7373554,421.2
TMMFP,EUR,Senior,NULL,FOA9A5,TRUE,0.65125,28592,THOMSON,FR,WR,B+,Diversified/Conglomerate Manufacturing,Home Furnishings,,,,s9.iTraxx Europe,0.7775,9/11/2009,733769,3821.5,3176.9,2927.5,2771.8,2709.1,2436.813283,2160.6,2119.555917,2077.339307,2034
NULL,EUR,Senior,NULL,LL332I,FALSE,,29483,ArcelorMittal Finance,LU,Baa2,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.iTraxx Europe,0.3964,9/11/2009,578321,192.3742188,199.5130485,206.3,212.0648,216.2,216.7578327,217.2,222.5076449,227.4451669,232.0125663
NULL,EUR,Senior,NULL,FF4D97,FALSE,,29616,GROUPE AUCHAN,FR,N.A.,A,Grocery,Food / Drug retailers,,,,s9.iTraxx Europe,0.395,9/11/2009,789422,54.8,57.9,63.7,70.61691677,77.6,81.38511919,84.7,87.19951075,89.22650564,90.8
GKNLN-Hldgs,EUR,Senior,NULL,3J78MG,FALSE,,30387,GKN HOLDINGS PLC,GB,Baa3,BBB,Automobile,Automotive,,,,s9.iTraxx Europe,0.395,9/11/2009,507549,167.9,212.9,246.6,272,293.8,300.5387799,307.2,312.3419179,317.3767529,322.3
ITV,EUR,Senior,NULL,GKDHCE,FALSE,,30395,ITV PLC,GB,Baa3   *-,BB+,Broadcasting and Entertainment,N.A.,,,,s9.iTraxx Europe,0.4,9/11/2009,639353,130,208,267.1,338,392.5,402.4149688,411.9,415.8789177,419.611189,423.1
AA,USD,Senior,NULL,014B98,FALSE,,10043,Alcoa Inc.,US,Baa1,BBB+,Mining_ Steel_ Iron and Non-Precious Metals,Steel,,,,s9.DJ CDX.NA.IG,0.4,9/11/2009,219729,141.8,164.4,181.1,198.5,215,223.9511752,232.9,240.4091634,247.8786519,255.3
